Date,Revenue
2024-10-03,22.50202793
2024-10-04,22.25599684
2024-10-05,21.59646221
2024-10-06,20.80239262
2024-10-07,20.50511703
2024-10-08,20.29541529
2024-10-09,20.38180606
2024-10-10,20.52471876
2024-10-11,20.77457048
2024-10-12,21.75312933
2024-10-13,21.40841468
2024-10-14,21.17654981
2024-10-15,21.08531565
2024-10-16,20.73978259
2024-10-17,20.7925411
2024-10-18,21.60332299
2024-10-19,20.78927347
2024-10-20,20.17024472
2024-10-21,19.86818033
2024-10-22,19.77301482
2024-10-23,20.01425707
2024-10-24,19.52097882
2024-10-25,18.43814072
2024-10-26,18.64671159
2024-10-27,18.95051579
2024-10-28,18.83960393
2024-10-29,18.31354062
2024-10-30,17.7969881
2024-10-31,17.81044493
2024-11-01,17.68630952
2024-11-02,17.49616085
2024-11-03,17.34578868
2024-11-04,18.23251653
2024-11-05,19.42845811
2024-11-06,19.57832686
2024-11-07,19.73615187
2024-11-08,20.13527699
2024-11-09,20.08228763
2024-11-10,20.50900464
2024-11-11,20.58125915
2024-11-12,20.77965065
2024-11-13,20.50631922
2024-11-14,20.59477812
2024-11-15,20.27971009
2024-11-16,19.94044816
2024-11-17,19.52679262
2024-11-18,19.69555778
2024-11-19,19.34297164
2024-11-20,19.42067267
2024-11-21,19.78043554
2024-11-22,19.87482205
2024-11-23,19.07356375
2024-11-24,18.60755878
2024-11-25,18.05845959
2024-11-26,18.04120951
2024-11-27,17.7917894
2024-11-28,17.23307158
2024-11-29,17.26777341
2024-11-30,16.77847659
2024-12-01,16.19784221
2024-12-02,15.46408174
2024-12-03,15.44200193
2024-12-04,15.18524849
2024-12-05,15.37956777
2024-12-06,15.29980182
2024-12-07,16.43135418
2024-12-08,17.39165351
2024-12-09,17.41567218
2024-12-10,17.07282932
2024-12-11,16.90275916
2024-12-12,16.42152911
2024-12-13,16.27720408
2024-12-14,16.638514
2024-12-15,16.66854395
2024-12-16,17.59501517
2024-12-17,18.40240253
2024-12-18,18.93028158
2024-12-19,19.07474653
2024-12-20,18.93172244
2024-12-21,18.52257206
2024-12-22,18.3513253
2024-12-23,18.83294272
2024-12-24,19.61689989
2024-12-25,19.96263596
2024-12-26,20.015708
2024-12-27,19.5663195
2024-12-28,19.13766496
2024-12-29,19.41546546
2024-12-30,19.41141311
2024-12-31,20.27007344
2025-01-01,21.05455237
2025-01-02,20.80103975
2025-01-03,20.49621756
2025-01-04,20.3322933
2025-01-05,20.76331504
2025-01-06,20.64435316
2025-01-07,20.00703063
2025-01-08,19.66406306
2025-01-09,18.85381876
2025-01-10,19.06842115
2025-01-11,19.12768412
2025-01-12,19.62877239
2025-01-13,19.32234915
2025-01-14,19.1164787
2025-01-15,19.12648854
2025-01-16,18.98216135
2025-01-17,19.10488759
2025-01-18,19.149343
2025-01-19,18.48729895
2025-01-20,18.04310885
2025-01-21,18.1742021
2025-01-22,18.18266181
2025-01-23,17.93060759
2025-01-24,17.50659816
2025-01-25,16.62133727
2025-01-26,16.24655262
2025-01-27,16.5833559
2025-01-28,16.54067996
2025-01-29,16.41540223
2025-01-30,15.83245152
2025-01-31,15.18698149
2025-02-01,15.53459058
2025-02-02,15.94869702
2025-02-03,16.28489266
2025-02-04,16.2192301
2025-02-05,16.630146
2025-02-06,16.07062587
2025-02-07,15.83854691
2025-02-08,15.74525264
2025-02-09,14.86282361
2025-02-10,15.11712332
2025-02-11,15.2353767
2025-02-12,15.33383198
2025-02-13,15.3280901
2025-02-14,15.2155601
2025-02-15,15.13816135
2025-02-16,14.62520662
2025-02-17,14.1689625
2025-02-18,14.03718789
2025-02-19,13.20456728
2025-02-20,12.87170405
2025-02-21,12.37203938
2025-02-22,13.00860339
2025-02-23,12.34727803
2025-02-24,12.85895013
2025-02-25,12.78861272
2025-02-26,13.44318655
2025-02-27,13.85685512
2025-02-28,14.2203046
2025-03-01,15.01732959
2025-03-02,15.63499339
2025-03-03,15.20822077
2025-03-04,15.11372339
2025-03-05,14.49483878
2025-03-06,13.68868211
2025-03-07,13.90632746
2025-03-08,13.7550213
2025-03-09,14.72506461
2025-03-10,14.37025704
2025-03-11,14.55664976
2025-03-12,14.82437591
2025-03-13,14.66020382
2025-03-14,14.32523093
2025-03-15,14.35321911
2025-03-16,14.11550898
2025-03-17,14.23111643
2025-03-18,14.07643074
2025-03-19,14.47678687
2025-03-20,14.97897336
2025-03-21,15.33220256
2025-03-22,15.78830544
2025-03-23,16.32930792
2025-03-24,17.02116113
2025-03-25,17.64796359
2025-03-26,17.45235266
2025-03-27,17.67754922
2025-03-28,18.53468087
2025-03-29,19.28679632
2025-03-30,19.92268506
2025-03-31,19.94592829
2025-04-01,19.88401812
2025-04-02,19.37368176
2025-04-03,18.96268644
2025-04-04,19.30021638
2025-04-05,19.90994029
2025-04-06,19.98600966
2025-04-07,20.15257227
2025-04-08,20.65639748
2025-04-09,20.24764509
2025-04-10,20.35840064
2025-04-11,20.40599677
2025-04-12,20.78899362
2025-04-13,21.32369036
2025-04-14,21.91210454
2025-04-15,22.76537315
2025-04-16,23.65651901
2025-04-17,24.28427461
2025-04-18,24.71991579
2025-04-19,24.70219109
2025-04-20,24.34441654
2025-04-21,23.90215996
2025-04-22,24.28728824
2025-04-23,24.36337379
2025-04-24,24.59267678
2025-04-25,24.7864866
2025-04-26,24.40179138
2025-04-27,24.22407458
2025-04-28,24.50485315
2025-04-29,24.73754444
2025-04-30,24.2238125
2025-05-01,24.79224925
2025-05-02,24.50223685
2025-05-03,24.32510579
2025-05-04,23.68528079
2025-05-05,23.96667888
2025-05-06,23.37814612
2025-05-07,22.97179742
2025-05-08,22.77963895
2025-05-09,22.38191492
2025-05-10,22.45540878
2025-05-11,22.30188749
2025-05-12,20.93709085
2025-05-13,20.22934582
2025-05-14,20.31748124
2025-05-15,19.38642381
2025-05-16,19.34715037
2025-05-17,19.41952252
2025-05-18,19.74993909
2025-05-19,19.88512288
2025-05-20,20.39561487
2025-05-21,20.88758605
2025-05-22,21.11584642
2025-05-23,21.70557599
2025-05-24,21.98160523
2025-05-25,21.6392907
2025-05-26,21.45086723
2025-05-27,21.21678023
2025-05-28,20.84265813
2025-05-29,21.39243097
2025-05-30,22.07355692
2025-05-31,22.55416754
2025-06-01,22.04989146
2025-06-02,21.52657776
2025-06-03,20.84716909
2025-06-04,20.89004436
2025-06-05,20.95616966
2025-06-06,21.36993978
2025-06-07,20.85181211
2025-06-08,20.82123696
2025-06-09,21.54594731
2025-06-10,20.97035542
2025-06-11,20.61429967
2025-06-12,19.18423803
2025-06-13,18.23379502
2025-06-14,17.01067089
2025-06-15,15.52168674
2025-06-16,14.6828052
2025-06-17,14.26711828
2025-06-18,14.257161
2025-06-19,14.3352613
2025-06-20,13.99599107
2025-06-21,13.34591973
2025-06-22,12.22730918
2025-06-23,12.33249832
2025-06-24,12.37732752
2025-06-25,12.62458427
2025-06-26,12.81438984
2025-06-27,12.97291726
2025-06-28,12.5651837
2025-06-29,11.87861291
2025-06-30,12.05844579
2025-07-01,12.18031969
2025-07-02,12.8532165
2025-07-03,13.43787156
2025-07-04,13.87645903
2025-07-05,14.30220212
2025-07-06,15.06566591
2025-07-07,15.21174805
2025-07-08,14.93010045
2025-07-09,14.88542803
2025-07-10,14.81785462
2025-07-11,15.07030357
2025-07-12,15.54372397
2025-07-13,16.08853531
2025-07-14,16.6956959
2025-07-15,16.66404928
2025-07-16,16.73611598
2025-07-17,17.60434655
2025-07-18,17.78580525
2025-07-19,18.11695901
2025-07-20,18.31833304
2025-07-21,19.15812589
2025-07-22,19.56843926
2025-07-23,20.45844332
2025-07-24,20.43089703
2025-07-25,20.16155368
2025-07-26,20.33122453
2025-07-27,20.69256668
2025-07-28,20.16570973
2025-07-29,20.10815508
2025-07-30,19.53625416
2025-07-31,19.86755397
2025-08-01,20.0225905
2025-08-02,19.78263543
2025-08-03,19.08826542
2025-08-04,18.80550091
2025-08-05,18.91023263
2025-08-06,19.18608936
